,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
7301,False,False,True,False,False,False,True,False,True,False
7302,False,True,False,False,False,True,False,False,True,False
7303,False,False,True,False,False,True,False,False,True,False
7304,False,True,False,False,False,True,False,False,True,False
7305,False,False,True,False,False,False,True,False,True,False
7306,False,False,False,False,False,False,True,False,True,False
7307,True,False,False,False,False,False,True,False,False,True
7308,True,False,False,False,False,True,False,False,False,True
7309,False,False,False,False,False,False,True,False,True,False
7310,False,False,False,False,False,True,False,False,False,True
7311,False,True,True,False,False,True,False,False,True,False
7312,False,False,False,False,False,True,False,False,True,False
7313,False,True,False,False,False,True,False,False,True,False
7314,True,False,False,False,False,False,True,False,True,False
7315,False,True,False,False,False,False,True,False,True,False
7316,False,False,False,False,False,True,False,False,True,False
7317,True,False,False,False,False,False,True,False,True,False
7318,False,False,False,False,False,False,True,False,True,False
7319,False,False,False,False,False,False,True,False,True,False
7320,False,True,False,False,False,False,False,True,True,False
7321,False,True,False,False,False,False,True,False,False,True
7322,False,True,False,False,False,False,True,False,True,False
7323,False,True,True,False,False,True,False,False,True,False
7324,False,True,False,False,False,False,True,False,True,False
7325,False,True,False,False,False,True,False,False,True,False
7326,False,False,False,False,False,False,True,False,True,False
7327,False,False,False,False,False,False,True,False,True,False
7328,False,True,False,False,False,False,True,False,True,False
7329,False,True,True,False,False,True,False,False,True,False
7330,True,False,False,False,False,False,True,False,True,False
7331,False,False,True,False,False,True,False,False,True,False
7332,True,False,False,False,False,True,False,False,True,False
7333,False,False,False,False,False,False,True,False,True,False
7334,False,True,False,False,False,False,False,True,False,True
7335,False,False,False,False,False,False,True,False,True,False
7336,False,True,False,False,False,False,True,False,False,True
7337,True,False,False,False,False,False,True,False,True,False
7338,False,False,False,False,False,False,True,False,True,False
7339,False,True,False,False,False,True,False,False,True,False
7340,False,False,False,False,False,False,True,False,True,False
7341,False,True,False,False,False,True,False,False,True,False
7342,False,True,True,False,False,False,False,True,True,False
7343,False,True,True,False,False,True,False,False,True,False
7344,True,False,False,False,False,True,False,False,True,False
7345,False,True,False,False,False,False,True,False,True,False
7346,False,False,False,False,False,True,False,False,True,False
7347,False,True,True,False,False,False,True,False,True,False
7348,False,False,False,False,False,True,False,False,True,False
7349,False,False,False,False,False,False,False,True,True,False
7350,False,False,False,False,False,False,True,False,True,False
7351,False,True,False,False,False,True,False,False,True,False
7352,False,True,False,True,False,False,False,True,True,False
7353,False,False,False,False,False,False,False,True,True,False
7354,False,True,False,False,False,False,True,False,True,False
7355,False,True,True,False,False,False,True,False,True,False
7356,False,True,False,False,False,False,True,False,True,False
7357,False,True,False,False,False,False,True,False,False,True
7358,False,False,False,False,False,False,True,False,True,False
7359,False,True,False,False,False,False,True,False,True,False
7360,False,False,False,False,False,False,True,False,True,False
7361,False,True,False,False,False,False,True,False,True,False
7362,False,True,False,False,True,False,False,False,True,False
7363,False,True,False,False,False,False,True,False,True,False
7364,False,True,False,False,False,True,False,False,True,False
7365,False,True,True,False,False,True,False,False,True,False
7366,True,False,False,False,False,True,False,False,True,False
7367,False,True,False,False,False,False,True,False,True,False
7368,False,True,False,False,False,False,False,True,True,False
7369,False,True,False,False,False,False,True,False,True,False
7370,False,False,False,False,False,False,True,False,True,False
7371,False,False,False,False,False,True,False,False,True,False
7372,True,False,False,False,False,False,True,False,False,True
7373,False,False,False,True,False,False,False,True,True,False
7374,False,True,False,False,False,False,True,False,True,False
7375,False,True,False,False,False,False,False,True,True,False
7376,False,True,True,True,False,False,True,False,True,False
7377,False,True,True,False,False,False,True,False,True,False
7378,False,False,False,False,False,True,False,False,True,False
7379,False,False,False,False,False,False,True,False,True,False
7380,False,False,True,False,False,False,True,False,True,False
7381,False,True,False,False,False,True,False,False,True,False
7382,False,True,True,True,False,False,False,True,True,False
7383,False,True,False,True,False,True,False,False,True,False
7384,True,False,False,False,False,False,True,False,True,False
7385,False,True,False,False,False,False,True,False,True,False
7386,False,False,False,False,False,True,False,False,True,False
7387,True,False,False,False,False,True,False,False,True,False
7388,True,False,False,False,False,True,False,False,True,False
7389,False,True,False,False,False,False,True,False,True,False
7390,False,True,False,False,False,False,True,False,True,False
7391,False,True,True,False,False,False,False,True,True,False
7392,False,False,False,False,False,False,True,False,False,True
7393,False,False,False,False,False,False,True,False,True,False
7394,False,True,False,False,False,False,True,False,True,False
7395,True,False,False,False,False,True,False,False,True,False
7396,False,True,False,False,False,False,True,False,True,False
7397,False,True,False,False,False,True,False,False,True,False
7398,False,False,False,False,False,False,False,True,True,False
7399,False,False,False,False,False,False,True,False,True,False
7400,True,False,False,False,False,True,False,False,True,False
7401,True,False,False,False,False,False,True,False,True,False
7402,False,True,True,False,True,False,False,False,False,True
7403,False,False,True,True,False,False,False,True,True,False
7404,False,True,False,False,False,False,True,False,True,False
7405,False,False,False,False,False,False,True,False,True,False
7406,False,True,True,True,False,False,False,True,True,False
7407,False,True,False,False,False,True,False,False,True,False
7408,False,True,False,False,False,True,False,False,False,True
7409,False,True,False,False,False,False,True,False,True,False
7410,False,True,True,False,False,False,True,False,True,False
7411,False,True,False,False,False,False,True,False,True,False
7412,False,False,False,False,False,False,True,False,True,False
7413,False,False,False,False,False,False,False,True,True,False
7414,False,True,False,False,False,True,False,False,False,True
7415,False,True,False,False,False,False,True,False,True,False
7416,False,True,False,False,False,False,True,False,True,False
7417,False,True,False,False,False,True,False,False,True,False
7418,False,False,True,False,False,False,True,False,True,False
7419,False,False,False,False,False,False,True,False,True,False
7420,False,True,False,False,False,False,True,False,True,False
7421,False,True,False,False,False,False,True,False,True,False
7422,False,False,False,False,False,False,True,False,True,False
7423,True,False,False,False,False,True,False,False,True,False
7424,False,False,False,False,False,False,True,False,True,False
7425,False,True,False,False,False,False,True,False,True,False
7426,False,True,False,False,False,False,True,False,True,False
7427,False,True,False,False,False,True,False,False,True,False
7428,True,False,False,False,False,True,False,False,True,False
7429,False,True,False,False,False,True,False,False,True,False
7430,False,True,True,False,False,True,False,False,True,False
7431,False,True,True,False,False,False,True,False,True,False
7432,False,True,True,False,False,False,True,False,True,False
7433,False,True,False,False,False,False,True,False,True,False
7434,False,True,False,False,False,True,False,False,True,False
7435,False,False,False,False,False,False,True,False,True,False
7436,False,True,False,False,False,False,True,False,True,False
7437,False,False,False,False,False,False,True,False,True,False
7438,False,False,False,False,False,True,False,False,True,False
7439,True,False,False,False,False,True,False,False,True,False
7440,False,False,False,False,False,False,False,True,True,False
7441,False,False,False,False,False,False,True,False,True,False
7442,False,True,False,False,False,True,False,False,True,False
7443,False,False,False,False,False,True,False,False,True,False
7444,False,True,False,False,False,True,False,False,True,False
7445,False,True,False,False,False,True,False,False,True,False
7446,False,False,False,False,False,True,False,False,True,False
7447,False,True,False,False,False,False,True,False,True,False
7448,False,False,False,False,False,False,True,False,True,False
7449,True,False,False,False,False,False,True,False,True,False
7450,False,False,False,False,False,True,False,False,True,False
7451,False,True,False,False,False,True,False,False,True,False
7452,False,True,True,False,False,False,True,False,True,False
7453,False,True,False,False,False,True,False,False,True,False
7454,False,True,True,False,False,True,False,False,True,False
7455,False,True,False,False,False,True,False,False,True,False
7456,False,True,False,False,False,True,False,False,True,False
7457,False,True,False,False,False,True,False,False,True,False
7458,False,True,False,False,False,False,False,True,True,False
7459,False,False,True,False,False,False,True,False,True,False
7460,False,True,False,False,False,False,True,False,True,False
7461,False,True,False,False,False,True,False,False,False,True
7462,False,True,False,False,False,False,True,False,True,False
7463,False,True,False,False,False,False,True,False,True,False
7464,False,True,False,False,False,False,True,False,True,False
7465,False,False,False,False,False,False,True,False,True,False
7466,True,False,False,False,False,False,True,False,True,False
7467,False,True,False,False,False,False,True,False,True,False
7468,False,False,False,False,False,False,False,True,True,False
7469,False,False,False,False,False,False,True,False,True,False
7470,False,True,False,False,False,False,True,False,True,False
7471,False,True,False,False,False,False,True,False,True,False
7472,True,False,False,False,False,True,False,False,True,False
7473,False,True,False,False,False,False,True,False,True,False
7474,True,False,False,False,False,True,False,False,True,False
7475,False,True,True,False,False,False,True,False,True,False
7476,True,False,False,False,False,True,False,False,True,False
7477,False,True,False,False,False,False,True,False,True,False
7478,False,True,True,False,False,False,True,False,True,False
7479,True,False,False,False,False,True,False,False,True,False
7480,False,True,False,False,False,True,False,False,True,False
7481,False,False,False,False,False,False,True,False,True,False
7482,True,False,False,False,False,False,True,False,False,True
7483,False,True,False,False,False,True,False,False,True,False
7484,False,False,False,False,False,False,True,False,True,False
7485,False,True,False,False,False,True,False,False,True,False
7486,False,True,True,True,False,False,True,False,True,False
7487,False,True,False,False,False,False,True,False,True,False
7488,False,False,False,False,False,False,True,False,False,True
7489,False,False,False,False,False,False,False,True,True,False
7490,False,True,False,False,False,False,True,False,True,False
7491,False,True,False,False,False,True,False,False,True,False
7492,False,False,False,False,False,False,False,True,True,False
7493,False,True,False,False,False,False,True,False,True,False
7494,False,True,False,False,False,False,True,False,False,True
7495,False,True,True,False,False,False,True,False,True,False
7496,False,True,True,False,False,True,False,False,True,False
7497,False,True,False,False,False,True,False,False,True,False
7498,False,True,False,False,False,False,False,True,True,False
7499,False,True,False,False,False,False,True,False,False,True
7500,False,False,False,False,False,False,True,False,True,False
7501,False,False,False,False,False,True,False,False,True,False
7502,False,False,False,False,False,False,True,False,True,False
7503,False,False,False,False,False,False,True,False,True,False
7504,False,False,False,False,False,False,False,True,True,False
7505,False,True,False,False,False,False,True,False,True,False
7506,False,False,False,False,False,False,True,False,False,True
7507,False,False,False,False,False,False,True,False,True,False
7508,False,False,False,False,False,False,True,False,True,False
7509,False,True,False,True,False,True,False,False,True,False
7510,True,False,False,False,False,True,False,False,True,False
7511,False,True,False,False,False,True,False,False,False,True
7512,True,False,False,False,False,True,False,False,True,False
7513,False,False,False,False,False,False,True,False,True,False
7514,False,True,False,False,False,False,True,False,True,False
7515,False,False,False,False,False,True,False,False,True,False
7516,False,False,False,False,False,True,False,False,True,False
7517,False,True,False,False,False,False,True,False,True,False
7518,False,False,False,False,False,True,False,False,True,False
7519,False,False,False,False,False,False,True,False,True,False
7520,False,False,False,False,False,True,False,False,True,False
7521,False,True,False,False,False,False,True,False,False,True
7522,True,False,False,False,False,True,False,False,True,False
7523,False,True,False,False,False,False,True,False,True,False
7524,False,False,False,False,False,False,True,False,True,False
7525,False,False,False,False,False,False,True,False,True,False
7526,False,True,True,False,False,False,True,False,True,False
7527,False,True,False,False,False,False,True,False,True,False
7528,False,True,True,False,False,True,False,False,True,False
7529,False,False,False,False,False,False,True,False,True,False
7530,False,False,False,False,False,True,False,False,True,False
7531,False,True,False,False,False,True,False,False,True,False
7532,False,True,False,False,False,True,False,False,True,False
7533,False,True,False,True,False,True,False,False,True,False
7534,False,False,False,False,False,False,True,False,True,False
7535,False,False,False,False,False,False,True,False,True,False
7536,False,False,False,False,False,True,False,False,True,False
7537,True,False,False,False,False,True,False,False,True,False
7538,False,True,False,False,False,False,True,False,True,False
7539,False,True,False,False,False,False,True,False,True,False
7540,False,True,False,False,False,False,True,False,True,False
7541,False,False,False,False,False,True,False,False,False,True
7542,False,True,False,False,False,True,False,False,True,False
7543,False,True,False,False,False,False,True,False,True,False
7544,False,False,False,False,False,False,True,False,True,False
7545,False,False,False,False,False,False,True,False,False,True
7546,False,False,False,False,False,False,True,False,True,False
7547,False,True,False,False,False,False,True,False,True,False
7548,False,True,True,False,False,True,False,False,True,False
7549,False,True,False,False,False,False,True,False,True,False
7550,False,False,False,False,False,True,False,False,True,False
7551,False,False,False,False,False,False,True,False,True,False
7552,False,False,True,False,False,False,False,True,True,False
7553,False,True,True,False,False,True,False,False,True,False
7554,True,False,False,False,False,True,False,False,True,False
7555,False,True,False,False,False,True,False,False,True,False
7556,False,False,False,False,False,True,False,False,True,False
7557,True,False,False,False,False,False,True,False,True,False
7558,False,True,False,False,False,False,True,False,False,True
7559,False,True,False,False,False,True,False,False,True,False
7560,False,True,True,False,False,False,False,True,True,False
7561,False,True,False,False,False,False,True,False,False,True
7562,False,False,True,True,True,False,False,False,True,False
7563,False,True,False,False,False,False,False,True,True,False
7564,False,False,False,False,False,True,False,False,True,False
7565,True,False,False,False,False,True,False,False,True,False
7566,False,True,True,False,False,True,False,False,True,False
7567,False,True,False,False,False,False,True,False,True,False
7568,False,True,True,False,False,False,True,False,True,False
7569,False,True,False,False,False,False,True,False,True,False
7570,False,True,False,False,False,False,True,False,True,False
7571,True,False,False,False,False,True,False,False,False,True
7572,False,False,False,False,False,False,True,False,True,False
7573,False,True,False,False,False,False,True,False,True,False
7574,False,True,True,False,False,False,True,False,True,False
7575,False,True,False,False,False,False,True,False,True,False
7576,True,False,False,False,False,True,False,False,True,False
7577,False,True,False,False,False,False,True,False,True,False
7578,False,True,False,False,False,True,False,False,True,False
7579,False,True,True,False,False,True,False,False,True,False
7580,False,False,False,False,False,False,True,False,True,False
7581,False,False,False,False,False,False,True,False,True,False
7582,False,True,True,False,False,False,False,True,True,False
7583,False,True,False,False,False,False,False,True,True,False
7584,False,True,False,False,False,False,True,False,True,False
7585,False,False,False,False,False,True,False,False,True,False
7586,False,False,False,False,False,True,False,False,True,False
7587,False,True,False,False,False,False,True,False,True,False
7588,False,True,False,False,False,True,False,False,True,False
7589,False,False,False,False,False,False,True,False,True,False
7590,False,False,False,False,False,False,True,False,True,False
7591,False,False,False,False,False,False,True,False,True,False
7592,False,True,True,False,False,True,False,False,True,False
7593,False,False,False,False,False,False,True,False,True,False
7594,False,True,False,False,False,False,True,False,True,False
7595,False,True,True,False,False,True,False,False,True,False
7596,False,True,False,False,False,True,False,False,True,False
7597,False,True,False,False,False,True,False,False,True,False
7598,False,True,False,False,False,False,True,False,True,False
7599,True,False,False,False,False,True,False,False,True,False
7600,False,False,False,False,False,False,True,False,True,False
7601,False,True,True,False,False,True,False,False,True,False
7602,False,True,False,False,False,True,False,False,True,False
7603,False,True,True,False,False,False,False,True,True,False
7604,False,True,False,False,False,False,True,False,True,False
7605,False,True,False,False,False,True,False,False,False,True
7606,False,True,False,False,False,True,False,False,True,False
7607,False,True,True,False,False,False,True,False,True,False
7608,False,True,False,False,False,False,True,False,True,False
7609,False,False,False,False,False,False,False,True,True,False
7610,True,False,False,False,False,True,False,False,True,False
7611,False,False,False,False,False,True,False,False,True,False
7612,True,False,False,False,False,True,False,False,True,False
7613,False,False,False,False,False,False,True,False,True,False
7614,False,True,False,False,False,False,False,True,True,False
7615,True,False,False,False,False,False,True,False,True,False
7616,False,True,False,False,False,False,True,False,True,False
7617,False,True,False,False,False,False,True,False,True,False
7618,False,True,False,False,False,True,False,False,True,False
7619,False,True,True,True,False,False,True,False,True,False
7620,False,True,False,False,False,False,True,False,False,True
7621,False,False,False,False,False,False,False,True,True,False
7622,False,False,False,False,False,False,True,False,True,False
7623,False,True,False,False,False,False,True,False,True,False
7624,False,True,False,False,False,True,False,False,True,False
7625,False,True,True,False,False,False,True,False,True,False
7626,False,True,True,False,False,False,False,True,True,False
7627,False,False,False,False,False,False,True,False,True,False
7628,True,False,False,False,False,False,True,False,False,True
7629,False,False,False,False,False,False,True,False,True,False
7630,True,False,False,False,False,True,False,False,True,False
7631,False,True,False,False,False,True,False,False,True,False
7632,False,False,False,False,False,False,True,False,True,False
7633,False,True,False,False,False,False,True,False,True,False
7634,False,True,False,False,False,False,False,True,True,False
7635,False,True,False,False,False,True,False,False,True,False
7636,False,True,False,False,False,False,True,False,True,False
7637,False,False,False,False,False,True,False,False,True,False
7638,False,True,False,False,False,True,False,False,True,False
7639,False,False,False,False,True,False,False,False,True,False
7640,False,True,True,False,False,False,True,False,True,False
7641,False,False,False,False,False,True,False,False,True,False
7642,False,False,False,False,False,False,False,True,True,False
7643,False,True,False,False,False,False,True,False,True,False
7644,False,True,False,False,False,True,False,False,True,False
7645,True,False,False,False,False,True,False,False,True,False
7646,False,False,False,False,False,True,False,False,True,False
7647,False,True,False,True,True,False,False,False,True,False
7648,False,True,False,False,False,False,True,False,True,False
7649,False,False,False,False,False,False,True,False,True,False
7650,False,False,False,False,False,False,True,False,True,False
7651,False,True,False,False,False,False,True,False,True,False
7652,False,True,True,False,False,False,False,True,True,False
7653,False,True,False,False,False,True,False,False,True,False
7654,False,True,False,False,False,True,False,False,True,False
7655,False,True,False,False,False,False,True,False,True,False
7656,False,False,False,False,False,False,True,False,True,False
7657,False,False,False,False,False,False,True,False,True,False
7658,True,False,False,False,False,True,False,False,True,False
7659,False,True,False,False,False,True,False,False,True,False
7660,False,True,False,False,False,True,False,False,True,False
7661,False,True,False,False,False,True,False,False,True,False
7662,False,True,False,False,False,False,True,False,True,False
7663,False,True,True,True,False,True,False,False,True,False
7664,False,True,False,False,False,False,True,False,True,False
7665,False,True,True,False,False,False,False,True,True,False
7666,True,False,False,False,False,False,True,False,True,False
7667,False,True,False,False,False,False,True,False,True,False
7668,False,True,False,False,False,False,True,False,True,False
7669,False,True,False,True,False,False,False,True,True,False
7670,False,False,False,False,False,False,True,False,True,False
7671,False,True,False,False,False,False,True,False,True,False
7672,False,True,True,True,False,False,False,True,True,False
7673,False,True,False,False,False,False,True,False,True,False
7674,False,False,False,False,False,True,False,False,False,True
7675,False,True,False,False,False,False,True,False,True,False
7676,False,True,False,False,False,True,False,False,True,False
7677,False,True,False,False,False,True,False,False,True,False
7678,True,False,False,False,False,True,False,False,True,False
7679,False,True,False,False,False,True,False,False,True,False
7680,False,True,False,False,False,True,False,False,True,False
7681,False,True,False,False,False,False,True,False,True,False
7682,True,False,False,False,False,False,True,False,True,False
7683,False,True,False,False,False,False,True,False,True,False
7684,False,False,False,False,False,False,True,False,True,False
7685,False,False,False,False,False,True,False,False,True,False
7686,True,False,False,False,False,True,False,False,True,False
7687,False,True,True,True,False,False,False,True,True,False
7688,False,True,False,False,False,True,False,False,True,False
7689,False,False,False,False,False,False,True,False,True,False
7690,True,False,False,False,False,True,False,False,True,False
7691,False,True,False,False,False,False,True,False,True,False
7692,False,True,False,False,False,True,False,False,True,False
7693,True,False,False,False,False,True,False,False,True,False
7694,False,True,True,False,False,True,False,False,True,False
7695,False,False,False,False,False,False,True,False,False,True
7696,False,True,False,False,False,False,True,False,True,False
7697,False,True,False,False,False,False,True,False,True,False
7698,False,True,False,False,False,True,False,False,True,False
7699,False,True,False,False,False,False,False,True,True,False
7700,True,False,False,False,False,True,False,False,True,False
7701,False,True,False,False,False,True,False,False,True,False
7702,False,False,False,False,False,False,True,False,True,False
7703,False,False,False,False,False,True,False,False,True,False
7704,False,True,False,False,False,False,True,False,True,False
7705,False,True,False,False,False,False,True,False,True,False
7706,True,False,False,False,False,True,False,False,False,True
7707,False,True,False,False,False,False,True,False,True,False
7708,False,True,False,False,False,False,False,True,True,False
7709,False,False,False,False,False,False,True,False,True,False
7710,False,True,False,False,False,True,False,False,True,False
7711,False,False,True,False,False,True,False,False,True,False
7712,False,False,False,False,False,False,True,False,True,False
7713,True,False,False,False,False,False,True,False,True,False
7714,True,False,False,False,False,True,False,False,True,False
7715,False,True,True,False,False,True,False,False,True,False
7716,False,True,False,False,False,False,True,False,True,False
7717,False,True,False,False,False,False,False,True,True,False
7718,False,False,False,False,False,False,True,False,True,False
7719,False,False,False,False,False,False,False,True,True,False
7720,False,True,False,True,False,True,False,False,True,False
7721,False,True,False,False,False,True,False,False,True,False
7722,False,True,False,False,True,False,False,False,True,False
7723,False,True,False,False,False,False,True,False,True,False
7724,False,True,False,False,False,True,False,False,True,False
7725,False,True,False,False,False,False,True,False,True,False
7726,False,True,False,False,False,True,False,False,True,False
7727,False,False,False,False,False,True,False,False,True,False
7728,False,False,False,False,False,False,True,False,True,False
7729,False,True,False,False,False,False,False,True,True,False
7730,True,False,False,False,False,False,True,False,True,False
7731,False,False,False,False,False,True,False,False,True,False
7732,False,True,True,True,False,True,False,False,True,False
7733,False,True,False,False,False,False,True,False,True,False
7734,False,True,False,False,False,False,True,False,True,False
7735,False,False,False,False,False,False,True,False,True,False
7736,False,True,False,False,False,True,False,False,True,False
7737,False,True,False,False,False,True,False,False,True,False
7738,False,True,False,False,False,False,True,False,True,False
7739,False,True,False,False,False,False,False,True,True,False
7740,True,False,False,False,False,True,False,False,True,False
7741,False,True,False,False,False,False,True,False,True,False
7742,False,False,False,False,False,True,False,False,True,False
7743,True,False,False,False,False,True,False,False,True,False
7744,False,True,False,False,False,True,False,False,True,False
7745,False,False,False,False,False,False,True,False,True,False
7746,False,True,False,False,False,False,True,False,True,False
7747,False,False,False,False,False,True,False,False,True,False
7748,False,False,True,False,False,False,True,False,True,False
7749,False,True,False,False,False,True,False,False,True,False
7750,False,True,False,False,False,True,False,False,True,False
7751,True,False,False,False,False,True,False,False,True,False
7752,False,False,False,False,False,False,False,True,True,False
7753,False,True,False,False,False,False,True,False,True,False
7754,False,False,False,False,False,False,True,False,True,False
7755,False,True,False,False,False,False,True,False,True,False
7756,True,False,False,False,False,True,False,False,True,False
7757,False,True,False,False,False,False,False,True,True,False
7758,False,True,False,False,False,False,True,False,True,False
7759,False,False,False,False,False,False,True,False,True,False
7760,True,False,False,False,False,True,False,False,True,False
7761,True,False,False,False,False,True,False,False,True,False
7762,True,False,False,False,False,True,False,False,False,True
7763,True,False,False,False,False,True,False,False,False,True
7764,False,True,False,False,False,False,True,False,True,False
7765,False,False,False,False,False,True,False,False,True,False
7766,False,False,False,False,False,False,True,False,True,False
7767,False,False,False,False,False,False,True,False,True,False
7768,False,False,False,False,False,False,True,False,True,False
7769,False,True,False,False,False,False,True,False,True,False
7770,False,True,False,False,False,True,False,False,True,False
7771,False,False,False,False,False,False,True,False,True,False
7772,False,True,False,False,False,False,True,False,True,False
7773,True,False,False,False,False,True,False,False,True,False
7774,False,True,False,False,True,False,False,False,True,False
7775,False,False,False,False,False,False,False,True,True,False
7776,False,True,False,False,True,False,False,False,True,False
7777,False,True,False,False,False,False,True,False,True,False
7778,False,False,False,False,False,False,True,False,True,False
7779,False,False,False,False,False,False,True,False,False,True
7780,False,False,False,False,False,False,False,True,True,False
7781,False,True,False,False,False,False,True,False,True,False
7782,False,True,False,False,False,False,True,False,True,False
7783,False,True,False,False,False,False,True,False,True,False
7784,False,True,False,False,False,True,False,False,True,False
7785,False,False,False,False,False,False,False,True,True,False
7786,False,True,False,False,False,False,True,False,True,False
7787,True,False,False,False,False,False,True,False,True,False
7788,True,False,False,False,False,True,False,False,True,False
7789,False,False,False,False,False,True,False,False,True,False
7790,True,False,False,False,False,True,False,False,True,False
7791,False,True,False,False,False,False,True,False,False,True
7792,False,True,False,False,False,False,True,False,False,True
7793,True,False,False,False,False,True,False,False,False,True
7794,False,True,False,True,False,False,False,True,True,False
7795,False,True,False,False,False,False,True,False,True,False
7796,False,False,True,False,False,True,False,False,True,False
7797,False,False,False,False,False,False,False,True,True,False
7798,False,False,False,False,False,False,True,False,True,False
7799,False,True,False,False,False,True,False,False,True,False
7800,False,True,False,False,False,True,False,False,True,False
7801,False,True,False,False,False,True,False,False,True,False
7802,False,False,False,False,False,True,False,False,True,False
7803,True,False,False,False,False,True,False,False,True,False
7804,False,True,False,False,False,False,True,False,True,False
7805,False,False,False,False,False,False,False,True,True,False
7806,True,False,False,False,False,False,True,False,True,False
7807,True,False,False,False,False,True,False,False,True,False
7808,False,True,True,True,True,False,False,False,True,False
7809,False,True,False,False,False,False,True,False,True,False
7810,True,False,False,False,False,True,False,False,True,False
7811,False,True,True,False,False,True,False,False,False,True
7812,False,True,False,False,False,False,True,False,True,False
7813,True,False,False,False,False,True,False,False,True,False
7814,True,False,False,False,False,True,False,False,True,False
7815,True,False,False,False,False,True,False,False,True,False
7816,False,True,False,False,False,False,True,False,True,False
7817,True,False,False,False,False,True,False,False,True,False
7818,False,True,True,False,False,False,False,True,True,False
7819,True,False,False,False,False,True,False,False,True,False
7820,True,False,False,False,False,True,False,False,True,False
7821,False,False,False,False,False,False,True,False,True,False
7822,False,True,False,False,False,True,False,False,True,False
7823,False,False,False,False,False,True,False,False,True,False
7824,False,True,False,False,False,False,True,False,True,False
7825,False,False,False,False,False,False,True,False,True,False
7826,False,True,False,False,False,True,False,False,True,False
7827,True,False,False,False,False,True,False,False,True,False
7828,False,True,False,False,False,False,True,False,True,False
7829,True,False,False,False,False,True,False,False,True,False
7830,False,False,False,False,False,False,False,True,True,False
7831,False,True,True,False,False,False,False,True,True,False
7832,False,True,False,False,False,True,False,False,True,False
7833,False,True,False,False,False,True,False,False,True,False
7834,False,True,False,False,False,True,False,False,True,False
7835,False,True,False,False,False,True,False,False,True,False
7836,False,True,False,False,False,True,False,False,True,False
7837,False,True,False,False,False,False,True,False,True,False
7838,True,False,False,False,False,True,False,False,True,False
7839,False,False,False,False,False,False,True,False,True,False
7840,True,False,False,False,False,True,False,False,True,False
7841,False,False,False,False,False,False,True,False,True,False
7842,False,True,False,False,False,False,True,False,True,False
7843,False,True,True,False,False,True,False,False,True,False
7844,False,False,False,False,False,False,True,False,True,False
7845,False,False,False,False,False,False,True,False,True,False
7846,False,True,False,False,False,False,True,False,True,False
7847,False,True,False,False,False,False,False,True,True,False
7848,False,False,False,False,False,True,False,False,True,False
7849,False,True,False,False,False,False,True,False,True,False
7850,True,False,False,False,False,True,False,False,True,False
7851,False,True,False,False,False,True,False,False,False,True
7852,False,False,False,False,False,False,False,True,True,False
7853,True,False,False,False,False,True,False,False,True,False
7854,True,False,False,False,False,True,False,False,True,False
7855,False,False,False,False,False,False,True,False,True,False
7856,False,True,False,False,False,False,True,False,True,False
7857,True,False,False,False,False,True,False,False,True,False
7858,False,True,False,False,False,False,True,False,True,False
7859,False,True,False,False,False,False,True,False,True,False
7860,False,False,False,False,False,False,False,True,True,False
7861,False,False,False,False,False,False,True,False,True,False
7862,False,True,False,False,False,False,False,True,True,False
7863,False,True,False,False,False,False,True,False,True,False
7864,True,False,False,False,False,True,False,False,True,False
7865,False,True,False,False,False,False,True,False,True,False
7866,True,False,False,False,False,True,False,False,True,False
7867,True,False,False,False,False,True,False,False,True,False
7868,False,False,False,False,False,False,True,False,True,False
7869,False,True,False,False,False,False,True,False,True,False
7870,False,False,False,False,False,False,True,False,True,False
7871,False,True,False,False,False,True,False,False,True,False
7872,True,False,False,False,False,True,False,False,True,False
7873,False,True,False,False,False,False,True,False,False,True
7874,False,False,False,False,False,False,True,False,True,False
7875,False,True,False,False,False,True,False,False,True,False
7876,False,False,False,False,False,False,True,False,True,False
7877,False,False,False,False,False,False,True,False,True,False
7878,False,True,False,False,False,True,False,False,True,False
7879,True,False,False,False,False,True,False,False,True,False
7880,True,False,False,False,False,True,False,False,True,False
7881,False,False,False,False,False,False,True,False,True,False
7882,False,False,True,False,False,True,False,False,True,False
7883,False,True,False,False,False,True,False,False,True,False
7884,False,False,False,False,False,False,True,False,True,False
7885,False,False,False,False,False,False,False,True,True,False
7886,False,True,True,False,False,True,False,False,True,False
7887,False,False,False,False,False,False,False,True,True,False
7888,False,True,False,False,False,False,False,True,True,False
7889,False,True,True,False,False,False,True,False,True,False
7890,False,True,False,False,False,False,True,False,True,False
7891,False,True,False,False,False,False,False,True,True,False
7892,False,False,False,False,False,False,True,False,True,False
7893,False,True,True,False,True,False,False,False,True,False
7894,False,False,False,False,False,True,False,False,True,False
7895,False,True,False,True,False,True,False,False,True,False
7896,False,False,False,False,False,True,False,False,True,False
7897,False,True,False,False,False,False,True,False,True,False
7898,False,True,True,False,False,False,True,False,True,False
7899,False,False,False,False,False,False,True,False,True,False
7900,False,False,False,False,False,False,False,True,True,False
7901,True,False,False,False,False,True,False,False,True,False
7902,True,False,False,False,False,False,True,False,True,False
7903,False,True,False,False,False,False,False,True,True,False
7904,False,True,False,False,False,True,False,False,True,False
